sandy-springs-pac,https://www.sandyspringsperformingarts.org,
scad-atlanta,https://www.scad.edu/atlanta,
scad-fash,https://scadfash.org/events,
schoolhouse-brewing,https://schoolhousebrewing.com/events,
schwartz-center,https://arts.emory.edu,
scofflaw-brewing,https://www.scofflawbeer.com,
second-self-brewing,https://www.secondselfbeer.com,
shakespeare-tavern,http://www.shakespearetavern.com,
shaky-knees,https://www.shakykneesfestival.com,
shrine-cultural-center,https://www.eventbrite.com/o/shrine-cultural-center-51764997263,
side-saddle,https://www.sidesaddleatl.com,
sidebar,https://www.sidebaratlanta.com,
silverspot-cinema-atlanta,https://silverspot.net,
sister-louisas,https://www.churchbar.net,
six-flags-over-georgia,https://www.sixflags.com/overgeorgia/events,
sky-zone-atlanta,https://www.skyzone.com,
skylounge-glenn-hotel,https://glennhotel.com/skylounge,
smiths-olde-bar,https://smithsoldebar.com,
snellville-city,https://www.snellville.org,
snellville-farmers-market,https://snellvillefarmersmarket.com,
song,https://southernersonnewground.org/events,
sound-table,https://www.soundtable.com,
south-river-art,https://www.southriverartstudios.com/events,
south-river-forest,https://defendatlantaforest.org/events,
southern-fried-gaming,https://www.southernfriedgamingexpo.com,
southern-fried-queer-pride,https://www.southernfriedqueerpride.com/all-events,
southern-museum,https://www.southernmuseum.org,
spaceman-rooftop,https://www.spacemanrooftop.com,
spelman-college,https://www.spelman.edu/events,
spivey-hall,https://spiveyhall.org/events,
sports-social,https://www.sportssocial.com,
spruill-center,https://www.spruillarts.org/,
st-james-live,https://www.stjameslive.com,
stage-door-players,https://www.stagedoorplayers.net,
star-community-bar,http://www.starbar.net,
starlight-drive-in,https://starlightdrivein.com,
state-farm-arena,https://www.statefarmarena.com,
station-inn,https://stationinn.com/,
stats-downtown,https://www.statsatl.com,
steady-hand-beer,https://www.steadyhandbeer.com,
strand-theatre,https://www.earlsmithstrand.org,
studio-movie-grill-atlanta,https://www.studiomoviegrill.com,
sun-dial-restaurant,https://www.sundialrestaurant.com,
supermarket-atl,https://www.thesupermarketatl.com/events,
sur-la-table,https://www.surlatable.com,
sweet-auburn-market,https://www.sweetauburncurbmarket.com,
sweet-auburn-springfest,https://www.sweetauburn.com,
sweetwater,https://www.sweetwaterbrew.com,
switchyards,https://www.switchyards.com,
synchronicity-theatre,https://www.synchrotheatre.com,
team-trivia,https://www.teamtrivia.com/locations/,
terminus-modern-ballet,https://www.terminusmbt.com,
the-glenwood,https://www.theglenwoodatl.com,
the-heretic,https://www.hereticatl.com,
the-loft,https://www.theloftatl.com,
the-maker-station,https://www.themakerstation.com/,
the-painted-duck,https://thepaintedduck.com,
the-porter,https://www.theporterbeerbar.com/wordpress/elementor-1726/,
the-square-pub,https://www.thesquarepub.com,
the-vortex,https://www.thevortexatl.com,
theatre-for-young-audiences,https://www.alliancetheatre.org/family-programming/,
theatre-in-the-square,https://mariettatheatre.com,
theatrical-outfit,https://www.theatricaloutfit.org,
three-taverns,https://www.threetavernsbrewery.com,
token-gaming-pub,https://www.tokengamingpub.com,
tongue-and-groove,https://www.tongueandgroove.com,
torched-hop,https://torchedhop.com,
tpac,https://www.tpac.org/events,
trees-atlanta,https://www.treesatlanta.org/get-involved/events/,
trolley-barn,https://trolleybarn.org,
true-colors-theatre,https://www.truecolorstheatre.org,
truist-park,https://www.mlb.com/braves/ballpark,
twains-brewpub,https://www.twainsbilliards.com,
united-way-atlanta,https://volunteer.unitedwayatlanta.org/calendar,
uptown-comedy,https://www.uptowncomedycorner.com,
urban-air-atlanta,https://www.urbanairtrampolinepark.com,
urban-grind,https://www.urbangrindcoffee.com,
urban-league-atlanta,https://ulgatl.org/events,
user-submissions,https://lostcity.io/submit,
variant-brewing,https://variantbrewing.com,
variety-playhouse,https://varietyplayhouse.com,
venkmans,https://www.venkmans.com,
victory-sandwich-bar,https://www.victorysandwichbar.com,
vine-city-neighborhood,https://www.atlantaga.gov,
virginia-highland-civic,https://vahi.org,
visit-franklin,https://visitfranklin.com/things-to-do-events/,
visit-music-city,https://www.visitmusiccity.com/nashville-events,
vista-yoga,https://www.vistayogaatl.com,
wax-n-facts,https://www.waxnfacts.com,
west-end-neighborhood,https://historicwestend.com,
wewatchstuff,https://linktr.ee/wewatchstuff,
wework-atlanta,https://www.wework.com,
whitespace-gallery,https://www.whitespace814.com,
whole-world-improv,https://www.wholeworldtheatre.com,
wild-aster-books,https://www.wildasterbooks.com,
wild-heaven,https://www.wildheavenbeer.com,
williams-sonoma,https://www.williams-sonoma.com,
wonderroot,https://wonderroot.org/events,
woodys-atlanta,https://www.woodysatlanta.com,
woofs-atlanta,https://www.woofsatlanta.com,
working-title-playwrights,https://www.workingtitleplaywrights.com,
world-of-coca-cola,https://www.worldofcoca-cola.com,
wrecking-bar,https://wreckingbarbrewpub.com,
wrens-nest,https://www.wrensnest.org/calendar,
wrfg-radio,https://wrfg.org/events,
ymca-atlanta,https://ymcaatlanta.org/events,
yonder-yoga,https://www.yonderyoga.com,
ypa-atlanta,https://www.ypatl.org,
zoo-atlanta,https://www.zooatlanta.org,
zucot-gallery,https://www.zucotgallery.com,
